epoch,train_loss,train_mae,train_rmse,valid_loss,valid_mae,valid_rmse,lr,grad_norm
1,2.664845364744013,2.664845364744013,14.749220527302136,2.3761810244935933,2.3761810244935933,9.008084600622004,0.00028,0.5807664023204283
2,2.563647782802582,2.563647782802582,13.860226293043656,2.310406305573203,2.310406305573203,8.18839702461705,0.00045999999999999996,0.7904127860611135
3,2.4875551375475795,2.4875551375475795,13.147738474065607,2.3171536777958726,2.3171536777958726,8.327185818643281,0.0006399999999999999,0.9634776616638357
4,2.447387170791626,2.447387170791626,12.999352143027565,2.3239270665428857,2.3239270665428857,8.299521084987756,0.00082,0.9028001736510883
5,2.4089541782032358,2.4089541782032358,12.876665184714577,2.348248929688425,2.348248929688425,8.277932817285711,0.001,0.9058639865029942
6,2.3603315732695838,2.3603315732695838,12.742570695010098,2.2690855445283833,2.2690855445283833,8.315103993271336,0.0009999351773732016,0.8070506599816409
7,2.3298501112244345,2.3298501112244345,12.609456985647029,2.2934681104891226,2.2934681104891226,8.322134624827992,0.000999740726317523,0.7814804123206572
8,2.308642467585477,2.308642467585477,12.571895777095447,2.305516521135966,2.305516521135966,8.284291151798133,0.000999416697302747,0.7585908621549606
9,2.296149830384688,2.296149830384688,12.531752408634533,2.26087444117575,2.26087444117575,8.25668166622971,0.0009989631744306228,0.7525840626521544
10,2.2822758468714626,2.2822758468714626,12.496299526908182,2.2730853846578887,2.2730853846578887,8.229420091166642,0.0009983802754130377,0.7371360152959824
11,2.272507895122875,2.272507895122875,12.464224685322154,2.278643528620402,2.278643528620402,8.181212360208685,0.0009976681515414653,0.7736149370670319
12,2.2711324561725963,2.2711324561725963,12.442028002305465,2.283635215325789,2.283635215325789,8.165207754481923,0.0009968269876476973,0.8403688929297707
13,2.258019512349909,2.258019512349909,12.462376473166726,2.2764160271846885,2.2764160271846885,8.216998815536499,0.0009958570020558702,0.8136469700119712
14,2.247018360007893,2.247018360007893,12.39890368201516,2.289242162848964,2.289242162848964,8.258384263876712,0.0009947584465258,0.7989698236638849
15,2.2397510300983083,2.2397510300983083,12.352777537432583,2.2959255521947686,2.2959255521947686,8.233442927851822,0.0009935316061876374,0.8721863353794271
16,2.232579915090041,2.232579915090041,12.291021060943603,2.256885062564503,2.256885062564503,8.227111765832612,0.0009921767994678626,0.9019381899725307
17,2.2227044148878616,2.2227044148878616,12.233328034661033,2.2818140116604892,2.2818140116604892,8.224290515437271,0.0009906943780066371,0.9493378362872383
18,2.212178122997284,2.212178122997284,12.199940785494718,2.2832841114564375,2.2832841114564375,8.245042006174723,0.000989084726566536,0.9789178515022451
19,2.2066264130852438,2.2066264130852438,12.126011588356711,2.347327850081704,2.347327850081704,8.308970263510039,0.0009873482629326829,1.0429026145826688
20,2.19906091039831,2.19906091039831,12.048003669218584,2.304472713759451,2.304472713759451,8.331973711649576,0.0009854854378043131,1.0597450532696464
21,2.182072897390886,2.182072897390886,11.966747843135487,2.3794299255717886,2.3794299255717886,8.418233922033599,0.0009834967346777955,1.0679976029829545
22,2.1786522410132667,2.1786522410132667,11.896072613109242,2.2826495712453667,2.2826495712453667,8.330836772918701,0.0009813826697211404,1.123040489175103
23,2.160852785543962,2.160852785543962,11.796701331572098,2.3271475055001,2.3271475055001,8.511696714343447,0.0009791437916400285,1.091095705465837
24,2.147933186184276,2.147933186184276,11.758198443326084,2.2777903043862544,2.2777903043862544,8.44157066489711,0.0009767806815353939,1.1460249570283023
25,2.145042091066187,2.145042091066187,11.710184621810914,2.3222841746879346,2.3222841746879346,8.592792836102573,0.0009742939527525992,1.275626341863112
