epoch,train_loss,train_mae,train_rmse,valid_loss,valid_mae,valid_rmse,lr,grad_norm
1,2.654781233180653,2.654781233180653,14.674105774272572,2.3583510861252295,2.3583510861252295,8.895958091273453,0.00028,0.6046782057393681
2,2.5281820546497,2.5281820546497,13.54864673614502,2.3013891487410576,2.3013891487410576,8.197668480150627,0.00045999999999999996,0.8798690996386788
3,2.4795770211653276,2.4795770211653276,13.132257799668746,2.2959463415723858,2.2959463415723858,8.233077576666167,0.0006399999999999999,0.9662866267290983
4,2.4345672314817257,2.4345672314817257,13.038472895188765,2.3061305826360528,2.3061305826360528,8.23179343252471,0.00082,0.967362614382397
5,2.398793711445548,2.398793711445548,12.90999325838956,2.363138841860222,2.363138841860222,8.296964717633797,0.001,0.9523370558565313
6,2.3542848456989636,2.3542848456989636,12.773049042441627,2.2960325551755503,2.2960325551755503,8.400072704661977,0.0009999351773732016,0.9189751500433142
7,2.325651123306968,2.325651123306968,12.64326005415483,2.3307542222918887,2.3307542222918887,8.382879459496701,0.000999740726317523,0.8297514831477946
8,2.311957171830264,2.311957171830264,12.622575478120284,2.315824992728956,2.315824992728956,8.261675372268215,0.000999416697302747,0.8374866390770132
9,2.296049691330303,2.296049691330303,12.579710331830112,2.296702377723925,2.296702377723925,8.252912261269309,0.0009989631744306228,0.7710870761762966
10,2.2829267512668263,2.2829267512668263,12.543655651265924,2.280865373033466,2.280865373033466,8.195632414384322,0.0009983802754130377,0.7562542297623375
11,2.27532849853689,2.27532849853689,12.526521708748557,2.284182151158651,2.284182151158651,8.171062823497888,0.0009976681515414653,0.7590928221290761
12,2.271131197972731,2.271131197972731,12.482615618272261,2.281526630575007,2.281526630575007,8.217973109447595,0.0009968269876476973,0.8314568470824849
13,2.2619565812024205,2.2619565812024205,12.530428843064742,2.28135980981769,2.28135980981769,8.248133977254232,0.0009958570020558702,0.8213651372627778
14,2.251512517712333,2.251512517712333,12.453158829428933,2.3199958114913017,2.3199958114913017,8.336257761174982,0.0009947584465258,0.7931893570856614
15,2.2444117762825706,2.2444117762825706,12.42015738920732,2.320307793039264,2.320307793039264,8.312470985181404,0.0009935316061876374,0.830262260816314
16,2.2403565200892364,2.2403565200892364,12.351963368329136,2.2993383263096665,2.2993383263096665,8.285289583784161,0.0009921767994678626,0.8962921689857136
17,2.2289074659347534,2.2289074659347534,12.292997134815563,2.2915125073808613,2.2915125073808613,8.286709763787009,0.0009906943780066371,0.8516733825206757
18,2.2206537333401766,2.2206537333401766,12.286379168250344,2.2946595603769477,2.2946595603769477,8.325430342645356,0.000989084726566536,0.8796444589441473
19,2.21736915436658,2.21736915436658,12.196866516633467,2.2625515460968018,2.2625515460968018,8.198900266127152,0.0009873482629326829,1.1108941606499931
20,2.2139727343212474,2.2139727343212474,12.177942089600997,2.3115252148021352,2.3115252148021352,8.397244121089127,0.0009854854378043131,1.0701504533941095
21,2.1995960907502607,2.1995960907502607,12.140164540030739,2.3501480384306475,2.3501480384306475,8.541252165129691,0.0009834967346777955,1.0022372541102496
22,2.1942523089322177,2.1942523089322177,12.03998313817111,2.285954287557891,2.285954287557891,8.378955154707938,0.0009813826697211404,1.0019646102731878
23,2.186011495373466,2.186011495373466,11.99925406629389,2.309479944633715,2.309479944633715,8.480303713769624,0.0009791437916400285,1.036872863227671
24,2.175749519738284,2.175749519738284,11.956236210736362,2.341047828847712,2.341047828847712,8.65855004570701,0.0009767806815353939,1.0366787802089343
25,2.1721838517622514,2.1721838517622514,11.893831807916815,2.343960245450338,2.343960245450338,8.654849767684937,0.0009742939527525992,1.1224525635892695
26,2.160992361198772,2.160992361198772,11.79875601421703,2.357072042696404,2.357072042696404,8.759187409372041,0.0009716842507222428,1.090434736555273
27,2.1516282775185327,2.1516282775185327,11.77473672953519,2.3282829161846275,2.3282829161846275,8.779854622754184,0.0009689522527926358,1.0982823079282586
28,2.1416556109081615,2.1416556109081615,11.692048059810292,2.308756810246092,2.308756810246092,8.588923685478441,0.0009660986680539973,1.0996042901819403
29,2.1400484594431792,2.1400484594431792,11.662392247806896,2.3503291751399185,2.3503291751399185,8.941492297432639,0.0009631242371544095,1.273589152097702
30,2.1325035832144996,2.1325035832144996,11.586390339244495,2.3598675258231885,2.3598675258231885,8.937300132982658,0.0009600297321075828,1.190310354124416
31,2.1177330580624667,2.1177330580624667,11.536245705864646,2.3483593500021733,2.3483593500021733,9.008806199738473,0.0009568159560924791,1.1654835630546916
32,2.1124415343458,2.1124415343458,11.431956971775401,2.312798023223877,2.312798023223877,8.909007982774215,0.0009534837432448475,1.3109797260978004
33,2.101525286110965,2.101525286110965,11.368898326700384,2.368509130044417,2.368509130044417,9.198669809283633,0.0009500339584407229,1.203670993718234
34,2.091302601857619,2.091302601857619,11.341916370391846,2.32415289589853,2.32415289589853,9.014147267197117,0.0009464674970719491,1.2388034240766006
35,2.0855216178027067,2.0855216178027067,11.29257655577226,2.344770406231736,2.344770406231736,9.073545109141957,0.0009427852848137783,1.2292028286240317
36,2.07930105491118,2.07930105491118,11.193451929092408,2.3369753071756074,2.3369753071756074,8.945776997190533,0.0009389882773846131,1.3564185641028665
37,2.0677702112631366,2.0677702112631366,11.149470103870739,2.349658005165331,2.349658005165331,9.120478413321756,0.0009350774602979489,1.2733246028423308
38,2.0727556055242364,2.0727556055242364,11.092688087983564,2.360151012738546,2.360151012738546,9.41032093221491,0.0009310538486065846,1.4927598227154124
39,2.0578375252810392,2.0578375252810392,11.022886896133423,2.354749928821217,2.354749928821217,9.174189177426426,0.0009269184866391649,1.3557112970135428
40,2.050450536337766,2.050450536337766,10.933792937885631,2.3566140658927686,2.3566140658927686,9.398197882103197,0.0009226724477291255,1.3998867603865537
41,2.0345349810340188,2.0345349810340188,10.892670605399392,2.3634417887889976,2.3634417887889976,9.46229817650535,0.0009183168339361082,1.2476878545501016
42,2.0316963184963575,2.0316963184963575,10.846275607022372,2.3421225981278853,2.3421225981278853,9.32598436239994,0.0009138527757599227,1.3375260499390689
43,2.024969004500996,2.024969004500996,10.826266340775923,2.3941304286321006,2.3941304286321006,9.669237931569418,0.000909281431847124,1.4574552920731632
44,2.015395609899001,2.015395609899001,10.769407688487659,2.377015218590245,2.377015218590245,9.573428977619518,0.0009046039886902862,1.4225794938477603
45,2.0051364465193315,2.0051364465193315,10.74974891055714,2.39453142339533,2.39453142339533,10.27136705860947,0.0008998216603200489,1.3894152522087098
46,2.0124774813652038,2.0124774813652038,10.752520522204312,2.356548052845579,2.356548052845579,9.726755503452186,0.000894935687990014,1.6468082297932018
47,1.999416096643968,1.999416096643968,10.688118626854637,2.3860208626949424,2.3860208626949424,9.658863154324619,0.0008899473398545797,1.4479020893573762
48,1.9971605810252102,1.9971605810252102,10.596757711063733,2.4088430476911142,2.4088430476911142,9.385599743236195,0.00088485791063979,1.5910279561172833
49,1.9897811196067117,1.9897811196067117,10.622138725627552,2.4651537266644565,2.4651537266644565,9.946887782125762,0.0008796687213072889,1.4942827175964009
50,1.9794370705431157,1.9794370705431157,10.624834264408458,2.3875915642940635,2.3875915642940635,9.701973481611772,0.000874381118711465,1.5099812930280512
