epoch,train_loss,train_mae,train_rmse,valid_loss,valid_mae,valid_rmse,lr,grad_norm
1,2.8078895460475577,2.666311175172979,14.749426182833584,2.3821522105823862,2.3821522105823862,9.058287765040543,0.00028,0.6043545042926615
2,2.78030376217582,2.65546527559107,14.668772472034801,2.378554839076418,2.378554839076418,9.106732917554451,0.00045999999999999996,0.6104037416252223
3,2.7254959604956888,2.643793080069802,14.52152159430764,2.3648849978591455,2.3648849978591455,9.100069363911947,0.0006399999999999999,0.6525653560053218
4,2.6390023112297056,2.62859042449431,14.458346063440496,2.3840354175278633,2.3840354175278633,9.187926436915543,0.00082,0.6307062682780352
5,2.5870473406531596,2.585714834386652,14.147591590881348,2.336390014850732,2.336390014850732,9.136371366905443,0.001,0.632770512862639
6,2.520534151250666,2.5198903929103507,13.892253580960361,2.2918427351749306,2.2918427351749306,9.043845711332379,0.0009999351773732016,0.6635162069038911
7,2.485781530900435,2.48535370609977,13.678119451349431,2.3185440157399033,2.3185440157399033,9.070146965258049,0.000999740726317523,0.5743965238332749
8,2.4568135846744883,2.456476265733892,13.481619635495273,2.3633915330424453,2.3633915330424453,9.160865364652691,0.000999416697302747,0.541666483337229
9,2.4403413328257475,2.4400620352138174,13.3384296503934,2.3726633498162935,2.3726633498162935,9.198548808242336,0.0009989631744306228,0.5753655067899011
10,2.4278334953568197,2.4275951049544595,13.236919888583097,2.352757063778964,2.352757063778964,9.172951770551277,0.0009983802754130377,0.5591174323450435
11,2.417697431824424,2.4174980878829957,13.102674050764604,2.371767860470396,2.371767860470396,9.226850813085383,0.0009976681515414653,0.5760059221224352
12,2.4119585026394237,2.4117768276821483,12.998040173270486,2.3598576097777397,2.3598576097777397,9.016032002188943,0.0009968269876476973,0.6394858812743968
13,2.4087425578724253,2.4085797569968483,12.92623890096491,2.372297500119065,2.372297500119065,9.142600594144879,0.0009958570020558702,0.6921060445633802
14,2.3938917474313217,2.3937496141953902,12.802493238449097,2.3478825670300107,2.3478825670300107,9.09003749038234,0.0009947584465258,0.6515638427300887
15,2.3865103363990783,2.386383559487083,12.5660381490534,2.3691044648488364,2.3691044648488364,9.187883203679865,0.0009935316061876374,0.7450145217505368
16,2.372681772708893,2.372564889084209,12.456757523796774,2.4257626244516084,2.4257626244516084,9.442652355540883,0.0009921767994678626,0.7665048265999014
17,2.3581061829220165,2.3580012137239628,12.33623964136297,2.4265663334817598,2.4265663334817598,9.431581251548998,0.0009906943780066371,0.7907897228544408
18,2.345025438612158,2.344931336966428,12.270252548564564,2.365516084613222,2.365516084613222,9.386383865818832,0.000989084726566536,0.8639406924897974
19,2.3368385271592573,2.336750372973355,12.102159201015125,2.359500213102861,2.359500213102861,9.43706210454305,0.0009873482629326829,0.9099268035455184
20,2.31809161901474,2.31800698150288,11.992184244502674,2.3527617707396997,2.3527617707396997,9.321684721744422,0.0009854854378043131,0.9325459805401889
21,2.2885190150954506,2.288441686196761,11.816533994674682,2.3485570676399,2.3485570676399,9.635771043372877,0.0009834967346777955,0.9511508307673714
22,2.2829588781703603,2.282880327918313,11.703874223882503,2.410539413943435,2.410539413943435,9.721482753753662,0.0009813826697211404,1.0524469841610302
23,2.254250939325853,2.254176963459362,11.518641406839544,2.3373521024530586,2.3373521024530586,9.53107670581702,0.0009791437916400285,1.0859992276538502
24,2.2243171551010827,2.2242422526532954,11.371185038306496,2.372669704032667,2.372669704032667,9.742700851324832,0.0009767806815353939,1.0435237608172676
25,2.2197668877514927,2.219692342931574,11.26891884803772,2.3629799033656265,2.3629799033656265,9.832784768306848,0.0009742939527525992,1.1447379984638908
26,2.207641496441581,2.2075664075938137,11.191034082932905,2.4334375460942588,2.4334375460942588,10.251707539413914,0.0009716842507222428,1.1457950191064314
27,2.1888753912665626,2.1888006297024813,11.05672519423745,2.376905285950863,2.376905285950863,9.927051847631281,0.0009689522527926358,1.0993909153071317
28,2.1788998527960346,2.1788284984501924,10.975997391614047,2.3807869174263696,2.3807869174263696,9.889080278801195,0.0009660986680539973,1.172831855578856
29,2.166508260640231,2.1664366527037187,10.858545775847002,2.3449199452544702,2.3449199452544702,9.686874288501162,0.0009631242371544095,1.1667248249053954
30,2.157875855402513,2.1578029253266076,10.712411785125733,2.391305443012353,2.391305443012353,9.925101121266684,0.0009600297321075828,1.2559002805839885
31,2.150672319802371,2.1505974823778327,10.645322184129196,2.3678408644416113,2.3678408644416113,9.804329207449248,0.0009568159560924791,1.2918832751837643
32,2.130494540387934,2.130424918911674,10.443214667927135,2.3904179551384668,2.3904179551384668,9.97547369292288,0.0009534837432448475,1.2339317413893613
33,2.115750181674957,2.1156755328178405,10.30482785918496,2.408893848910476,2.408893848910476,10.078565005100135,0.0009500339584407229,1.2192420948635447
34,2.118146249380979,2.118071882291274,10.328567973050204,2.410175146478595,2.410175146478595,9.895867333267674,0.0009464674970719491,1.346192152933641
35,2.107125646417791,2.1070567976344714,10.136331926692616,2.3843132293585576,2.3843132293585576,9.756740107680812,0.0009427852848137783,1.3259819540110502
36,2.0915088924494656,2.0914380474524066,10.000131134553389,2.417541088479938,2.417541088479938,10.076074224529844,0.0009389882773846131,1.2964429622346705
37,2.0864482326941056,2.0863731243393637,9.900337639721958,2.4152832392490273,2.4152832392490273,10.224230318358451,0.0009350774602979489,1.3950316374952143
