epoch,train_loss,train_mae,train_rmse,valid_loss,valid_mae,valid_rmse,lr,grad_norm
1,2.654908672246066,2.654908672246066,14.675241158225319,2.3585573868318037,2.3585573868318037,8.898830370469527,0.00028,0.6083534842187708
2,2.5283366322517393,2.5283366322517393,13.546027617021041,2.301389051206184,2.301389051206184,8.196723013213187,0.00045999999999999996,0.8877672030167146
3,2.479971578988162,2.479971578988162,13.13022366437045,2.296914512460882,2.296914512460882,8.23366953387405,0.0006399999999999999,0.9709524168209596
4,2.435279534079812,2.435279534079812,13.03907209743153,2.305190241698063,2.305190241698063,8.236855694741914,0.00082,0.9695626424117522
5,2.3974120649424466,2.3974120649424466,12.905564325506036,2.3344266775882607,2.3344266775882607,8.26308315450495,0.001,0.9446348109028556
6,2.3530822385441175,2.3530822385441175,12.772375930439342,2.2961915586933945,2.2961915586933945,8.399098815339984,0.0009999351773732016,0.9341815699230541
7,2.325785996697166,2.325785996697166,12.643122287230058,2.329513517293063,2.329513517293063,8.384125781781746,0.000999740726317523,0.8564932227134705
8,2.3111896883357654,2.3111896883357654,12.626942716945301,2.3256548498616074,2.3256548498616074,8.289658907688025,0.000999416697302747,0.8611251598054712
9,2.2927820552479137,2.2927820552479137,12.572752956910566,2.292851635904023,2.292851635904023,8.252344080896089,0.0009989631744306228,0.7633130206303163
10,2.280692760510878,2.280692760510878,12.540087309750644,2.2903761285724062,2.2903761285724062,8.215054887713809,0.0009983802754130377,0.763113868507472
11,2.2733977502042597,2.2733977502042597,12.524807331778787,2.289612585848028,2.289612585848028,8.197071205485951,0.0009976681515414653,0.7606128218499097
12,2.2693016745827417,2.2693016745827417,12.480326921289617,2.2871440251668296,2.2871440251668296,8.232307882019967,0.0009968269876476973,0.8338572770357132
13,2.2599798993630844,2.2599798993630844,12.5208308913491,2.285923112522472,2.285923112522472,8.266791553208321,0.0009958570020558702,0.8270799975503574
14,2.249613665450703,2.249613665450703,12.44944133758545,2.3284336039514253,2.3284336039514253,8.373343135371353,0.0009947584465258,0.7970340178771452
15,2.2421001250093635,2.2421001250093635,12.416135575554588,2.3220758799350625,2.3220758799350625,8.325550151593758,0.0009935316061876374,0.8375589430332184
16,2.239021757515994,2.239021757515994,12.346748508106579,2.2939069921320137,2.2939069921320137,8.284458969578598,0.0009921767994678626,0.9171491885727102
17,2.227223179557107,2.227223179557107,12.286433939500288,2.2885517279307046,2.2885517279307046,8.28887541366346,0.0009906943780066371,0.8817453414201737
