epoch,train_loss,train_mae,train_rmse,valid_loss,valid_mae,valid_rmse,lr,grad_norm
1,2.6596794431859796,2.6596794431859796,14.681420863758435,2.367902571504766,2.367902571504766,8.961984417655252,0.00028,0.5870330856605009
2,2.5309275356206027,2.5309275356206027,13.466155043515291,2.2990529609448984,2.2990529609448984,8.180997545068914,0.00045999999999999996,0.840517535534772
3,2.4829087842594495,2.4829087842594495,13.100498502904719,2.2838900883992515,2.2838900883992515,8.185915527921734,0.0006399999999999999,0.9886161522431807
4,2.430324644392187,2.430324644392187,12.98627438545227,2.2892833912011348,2.2892833912011348,8.145901463248514,0.00082,0.9118997316468845
5,2.391812854463404,2.391812854463404,12.855454228141092,2.278663765300404,2.278663765300404,8.186876325896293,0.001,0.9301820345900276
6,2.347979875044389,2.347979875044389,12.73975947119973,2.2631822607733985,2.2631822607733985,8.265497742277203,0.0009999351773732016,0.8873979465527968
7,2.3202263463627206,2.3202263463627206,12.599554053219881,2.3154888875556714,2.3154888875556714,8.343336090897068,0.000999740726317523,0.8034531782973896
8,2.3078154119578276,2.3078154119578276,12.619441765004938,2.2692126324682524,2.2692126324682524,8.197036945458615,0.000999416697302747,0.9242534832520919
9,2.2965503974394363,2.2965503974394363,12.590852364626798,2.2577230605212124,2.2577230605212124,8.193462552446308,0.0009989631744306228,0.8730635225772858
10,2.2880022699182683,2.2880022699182683,12.557099602439187,2.2678271495934688,2.2678271495934688,8.189829335068211,0.0009983802754130377,0.791637595133348
11,2.283039686896584,2.283039686896584,12.553226731040262,2.308620091640588,2.308620091640588,8.261129848884813,0.0009976681515414653,1.0836319349028847
12,2.274679738825018,2.274679738825018,12.496126036210494,2.285358855218598,2.285358855218598,8.21679636926362,0.0009968269876476973,0.828505851463838
13,2.267718785459345,2.267718785459345,12.547805265946822,2.2943393858996304,2.2943393858996304,8.274773474895593,0.0009958570020558702,0.814522082155401
14,2.2593334490602666,2.2593334490602666,12.503117253563621,2.2970838113264604,2.2970838113264604,8.29130615610065,0.0009947584465258,0.7612765978683125
15,2.25639820207249,2.25639820207249,12.470892030542547,2.3090881036989614,2.3090881036989614,8.262279965660788,0.0009935316061876374,0.7879482439973138
16,2.2559862548654728,2.2559862548654728,12.436168930747293,2.3091151027968437,2.3091151027968437,8.348693024028432,0.0009921767994678626,0.869516935673627
